id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
spider-man	1.0609	0.2631	2	1002	62424	73	0.0274	1.37	1.2603	36.986	1.2877
spiders	-0.0251	0.9475	1	1122	29874	241	3.6017	58.506	1.1369	34.025	4.7261
spirits	0.0314	0.5836	1	928	9675	21	0.6667	9.524	2.1905	42.857	2.8571
spirituality	-0.3663	0.7578	4	1698	377015	255	3.5373	43.137	10.3412	72.549	13.7529
spongebob squarepants	1.0142	-0.0618	2	867	19497	25	0.16	8	2.04	48	2.2
spooks	0.6256	0.0868	2	794	10822	30	0	0	0.1333	10	0.1333
sports	0.5824	-0.6502	3	1963	1104181	1229	0.8796	12.286	1.6037	34.337	2.4605
sports car racing	0.3484	-0.7411	1	1320	106016	294	0.0102	0.68	1.1259	21.088	1.1361
sports in brazil	0.4843	-0.8315	5	1363	116592	204	0.0343	1.961	0.8529	16.667	0.8824
square enix	0.7493	0.5571	2	1151	135826	458	0.0109	0.655	1.1878	37.555	1.1987
squatting	-0.2921	0.2827	4	1432	69734	211	0.9005	21.327	1.1801	33.175	2.0427
sri international	0.3767	0.5671	2	619	6656	18	3.4444	44.444	3	50	6.3889
sri lanka	-0.4789	0.6453	4	1707	368562	1022	0.4168	10.47	2.0411	26.908	2.454
st. louis	0.7002	-0.454	3	1784	421154	382	0.1702	8.639	2.2644	43.455	2.4188
st. louis cardinals	0.9222	-0.5295	3	1122	349035	304	0	0	1.0592	32.237	1.0592
stagecraft	0.5504	0.4923	2	1309	35526	89	0.6742	12.36	1.427	47.191	2.0225
stamford	-0.3083	0.0893	5	1021	27052	51	0.2549	9.804	1.2745	37.255	1.5294
stanford athletics	0.7538	-0.7257	3	708	24956	32	0.0312	3.125	1.0312	28.125	1.0625
stanford biography	0.6069	-0.6154	3	1143	37615	34	3.3529	35.294	2.3235	47.059	5.5588
stanford university	0.4725	-0.4468	3	1778	200338	189	2.2646	26.984	1.6878	42.857	3.8889
star trek	0.8793	0.0397	2	1580	216866	556	0.1115	6.295	2.6043	55.576	2.7158
star wars	0.8873	0.1749	2	1505	199165	269	0.0409	2.23	2.2379	42.751	2.2788
stargate	0.8981	-0.0754	2	942	22188	72	0.0139	1.389	0.3889	26.389	0.4028
state university system of florida	0.5016	-0.4882	3	1069	20791	12	0	0	0.4167	16.667	0.4167
stations	-0.1438	0.1203	5	1515	406348	1651	0.0133	1.03	2.0279	56.996	2.0412
statistics	0.0204	0.6382	1	1770	334885	973	6.9507	72.148	3.5838	67.318	10.0647
stop motion	0.9095	0.1436	2	1191	31612	36	0.1667	8.333	2.5833	38.889	2.75
streetcars	-0.0999	0.0537	5	1361	141408	501	0.0419	2.794	1.2834	41.517	1.3214
sudan	-0.7926	0.1037	4	1595	198732	224	1.0804	29.911	3.9866	49.107	5.0045
suicide	0.0097	0.4527	4	1632	111431	147	5.9252	37.415	3.932	42.857	9.7619
sumo	0.461	-0.4669	3	659	9327	74	0	0	0.9324	50	0.9324
sunni islam	-1.08	0.037	4	1616	292260	138	0.7681	28.261	5.4203	39.855	6.1377
suny	0.4225	-0.2335	3	1365	45557	64	0.3125	10.938	0.8906	18.75	1.2031
superfund	-0.3819	-1.1385	6	1151	93065	62	0.5968	20.968	1.1935	45.161	1.7742
superman	1.0723	0.1344	2	1255	117419	136	0.0221	1.471	3.2206	70.588	3.2426
suriname	-0.3619	-0.1551	1	1582	93255	149	1.4362	28.188	1.5235	32.886	2.9329
surrey-related	-0.3263	0.1544	5	1635	304332	786	0.1005	4.198	1.0458	29.008	1.1412
sussex-related	-0.3951	0.2717	5	1563	187452	451	0.1685	9.091	3.6962	66.741	3.8647
swami vivekananda	-0.4883	0.9038	4	811	30681	33	0.7879	21.212	9.4848	81.818	10.2424
swaminarayan	-0.5298	0.9339	4	597	14591	26	1.1154	34.615	7.6538	76.923	8
sweden	-0.4238	-0.1011	5	1938	937587	2165	0.2882	8.406	1.4296	34.965	1.7072
sweden floorball task force	-0.3845	-0.376	1	37	206	5	0	0	0	0	0
swimming	0.5753	-0.4149	3	1694	181300	596	0.3523	6.711	0.9195	21.309	1.2701
switzerland	-0.5405	0.2351	4	1949	719938	1465	0.5031	12.15	1.2744	31.058	1.7549
sword of truth task force	0.8907	0.2196	2	384	2582	11	0	0	0.7273	27.273	0.7273
syd barrett	0.63	0.4601	2	789	9339	12	0	0	14.0833	100	14.0833
sydney	-0.0892	0.3159	1	1788	435984	1165	0.0644	2.918	0.6206	23.691	0.6841
"syracuse, new york"	0.4847	-0.4878	3	1470	84558	152	0.2303	5.921	1.4079	34.211	1.6316
syria	-1.2335	0.0844	4	1740	1306204	901	0.7725	24.528	5.8058	55.494	6.5572
syriac christianity work group	-0.8792	0.6038	4	1341	237340	139	0.6763	23.741	7.0935	66.187	7.705
systemic functional linguistics	-0.4097	0.3816	4	548	2389	6	0.5	33.333	3.6667	50	4.1667
systems	0.1021	0.6297	1	1852	523960	762	6.2717	57.874	4.3583	60.367	10.1654
taiwan-related	-0.5082	-0.2021	1	1808	480210	899	0.5417	14.905	1.8398	28.921	2.3482
taiwanese baseball	0.9334	-0.4412	3	367	7857	17	0	0	0.2941	11.765	0.2941
taiwanese townships	-0.524	-0.1865	1	369	2813	13	0.5385	30.769	0.7692	53.846	1.3077
tajikistan	-0.8928	0.195	4	1315	73221	64	0.6094	18.75	4.0156	43.75	4.5781
tamil nadu	-0.3724	0.9113	4	1695	563456	1229	0.3702	9.845	3.4711	53.133	3.8283
tampa bay buccaneers	0.7907	-0.744	3	864	59596	69	0	0	0.3043	15.942	0.3043
tanzania	-0.615	0.2044	1	1609	144732	249	3.1205	42.972	3.6185	59.036	6.6627
tarfayapedia-related	-0.423	-0.1397	2	613	3986	6	0.1667	16.667	0.8333	33.333	1
tasmania	-0.1417	0.3722	1	1409	102502	417	0.705	15.348	1.5444	44.604	2.2494
tasmania road transport	-0.0244	0.3442	1	56	335	4	0	0	0	0	0
taxonomic	-0.0767	0.9292	1	1578	407547	176	27.3636	84.659	8.7955	70.455	35.4716
taylor swift	0.8343	0.4202	2	1136	78051	115	0	0	0.0609	4.348	0.0609
technology	0.258	0.488	2	2061	2333293	2364	3.7369	42.978	2.6633	55.288	6.1709
tel aviv	-0.6327	0.2207	4	998	17113	13	0.6923	23.077	2.2308	46.154	2.9231
telangana	-0.3411	0.9386	4	1259	62281	64	0.875	25	5.6094	48.438	6.4844
telecommunications	0.4163	0.5492	2	1942	717383	1016	1.2746	21.752	1.3228	33.563	2.4528
television	0.8196	-0.0282	2	2046	5955488	11738	0.0604	2.718	0.8369	25.541	0.8941
television game shows	0.706	-0.0865	2	1417	57018	146	0.2055	4.11	1.0205	33.562	1.226
television stations	0.7989	-0.2068	2	1978	851320	579	0.057	2.073	0.3921	10.363	0.4439
tennessee	0.2892	-0.7217	3	1909	822025	1359	0.2178	6.034	1.3142	29.213	1.5261
tennessee road transport	0.3987	-0.9779	3	506	16226	66	0	0	0.2424	13.636	0.2424
tennis	0.5803	-0.4873	3	1660	487718	732	0.0765	1.366	0.7691	24.18	0.8443
terrorism	-0.8869	-0.0322	4	1874	1460800	1278	0.4703	15.493	2.6941	38.732	3.1369
texas	0.53	-0.4463	3	1991	2238591	3503	0.187	6.138	1.5906	35.712	1.7725
texas a&m	0.413	-0.6139	3	1386	84047	100	0.15	9	1.38	39	1.53
texas road transport	0.4316	-0.8813	3	540	36548	416	0	0	0.0433	2.885	0.0433
texas tech university	0.6244	-0.6199	3	982	38185	61	0.1311	3.279	0.4918	19.672	0.623
textile arts	-0.2889	0.4178	1	1629	145011	359	0.8106	24.513	3.195	59.61	3.961
teylers	-0.1822	0.7653	1	669	7053	15	7	46.667	1.3333	33.333	8.1333
thailand	-0.5727	-0.1525	1	1796	373092	687	1.0393	20.087	2.1033	44.105	3.1223
the amazing race	0.2613	0.0678	1	873	6035	11	0	0	0.2727	9.091	0.2727
the apprentice uk	0.4135	0.2195	2	599	4762	13	0	0	0.3077	23.077	0.3077
the beatles	0.7909	0.481	2	1668	439742	692	0.0202	1.59	7.3396	67.486	7.3569
the bill	0.4207	0.2217	2	238	1563	1	0	0	13	100	13
the o.c.	0.7689	0.0378	2	640	6603	14	0	0	0.7143	28.571	0.7143
the office	0.8974	-0.0975	2	1042	128747	154	0	0	0.1169	4.545	0.1169
the rolling stones	0.6434	0.3721	2	1124	36178	56	0.0893	1.786	7.7321	85.714	7.8214
the simpsons	0.9708	-0.0187	2	1563	274499	530	0.0792	4.717	1.5811	67.358	1.6604
the supremes	0.7804	0.2345	2	742	12622	16	0	0	2.125	62.5	2.125
the twilight zone	0.9016	-0.1242	2	641	5977	7	0	0	2.2857	42.857	2.2857
the wire	0.7532	0.0106	2	421	2130	4	1	50	0	0	1
the x factor	0.7637	0.2504	2	1316	120315	133	0.0226	1.504	0.5865	17.293	0.609
the x-files	0.9203	-0.0841	2	1218	87675	301	0.0299	1.661	3.6213	93.023	3.6445
theatre	0.2863	0.2514	2	1912	1393408	3036	0.2161	9.585	1.8172	40.217	2.0214
theology	-0.6176	0.6533	4	1704	582441	315	1.3937	30.159	9.4857	65.714	10.7524
theoretical linguistics	-0.4698	0.4418	4	1415	73811	102	2.8235	43.137	4.4902	65.686	7.0294
thomas	0.6967	0.1758	2	998	14629	14	0	0	5	50	5
three kingdoms	-0.7567	0.1096	4	787	149304	326	0.0307	1.84	0.8558	59.202	0.8865
thunderstorm and tornado	0.0472	-0.9514	1	1378	87281	216	1.5509	32.87	0.8889	29.63	2.412
tibet	-0.5625	0.7486	4	1437	189616	258	0.5194	18.992	4.2403	61.24	4.7481
time	-0.5588	0.4315	4	1860	405812	370	2.4703	33.243	4.1892	62.703	6.5486
tirana	-0.9299	-0.0434	5	528	4073	8	1	12.5	0.875	50	1.875
togo	-0.6867	-0.0132	1	1524	72337	65	0.6462	18.462	4.0154	53.846	4.6462
tokelau	-0.4406	-0.2679	1	923	12115	15	0.9333	20	1.2667	40	2.2
tokusatsu	0.8663	0.2525	2	1083	27927	92	0.0543	5.435	2.9348	48.913	2.9891
tolkien	0.527	0.4801	2	1382	138953	285	0.1684	10.877	3.2667	49.474	3.4316
tonga	-0.3681	-0.3614	1	1216	33484	81	0.358	14.815	0.9506	34.568	1.3086
tool	0.5814	0.399	2	556	5108	11	0	0	1.9091	45.455	1.9091
top model	0.7266	0.021	2	1201	33427	40	0.05	2.5	0.35	15	0.4
top-importance pornography	0.2038	0.414	2	995	23142	13	5.5385	84.615	10.9231	100	16.3077
toronto	0.7849	-0.3044	3	1895	699382	1266	0.1975	4.897	1.0727	30.411	1.2622
toronto blue jays	0.8666	-0.6275	3	1055	197534	185	0.0216	1.081	0.3622	18.378	0.3838
tour de france	-0.0714	-0.0744	5	1043	135553	274	0.0219	1.825	2.2591	49.27	2.281
tourism	-0.1108	-0.0733	1	1948	362777	505	0.6455	15.644	1.8515	42.178	2.4673
toxicology	0.0642	0.7698	1	1583	174516	207	18.058	90.821	3.9517	71.981	21.5266
toys	0.902	0.2052	2	1630	130099	330	0.2091	8.182	1.8061	47.879	2.0121
trade	-0.388	-0.1666	1	1807	460233	319	1.9122	43.887	4.5486	55.486	6.3448
trans-canada highway	0.2721	-1.0254	3	471	19538	23	0	0	0.3478	21.739	0.3478
transcendental meditation movement	0.3461	0.549	2	1279	40915	48	2.1042	27.083	10.5833	68.75	12.6458
transformers	0.927	0.1695	2	971	27388	46	0	0	1.4565	52.174	1.4565
transhumanism	0.3052	0.7237	1	1556	140679	146	13.6301	65.068	6.4315	71.233	19.4521
translation studies	-0.8443	0.7469	4	1364	111463	106	1.7075	33.962	4.0189	54.717	5.5472
transport	-0.3313	-0.6148	6	2019	1448217	1403	0.5075	14.683	1.8795	42.837	2.3614
transport in india	-0.5923	0.9389	4	868	23223	41	0.2195	7.317	0.9512	21.951	1.1707
transport in the united arab emirates	-0.2864	0.273	1	99	257	3	0	0	0.3333	33.333	0.3333
transportation in brazil	-0.2618	-0.6156	1	713	9682	39	0.0513	5.128	0.6154	28.205	0.6667
transportation in china	-0.5242	-0.0781	5	703	15636	56	0.0536	3.571	0.2679	17.857	0.3214
triathlon	0.4519	-0.2509	3	651	5386	40	0	0	0.925	25	0.925
trinidad and tobago	-0.2107	0.2599	1	1619	105248	219	0.5388	15.068	2.2831	38.356	2.7945
tripura	-0.6063	0.8897	4	974	25556	26	0.4231	26.923	5.7308	65.385	6.0769
tropical cyclone	0.0002	-0.9882	1	1642	606182	1914	0.7894	25.862	0.3365	13.898	1.1181
tropical cyclone season	-0.0174	-1.0177	1	973	96674	328	0.747	35.061	0.3079	18.902	1.0488
tropical cyclone storm	0.023	-1.0154	1	1524	398169	1347	0.4031	21.232	0.2442	11.136	0.6451
tropical meteorology	0.0004	-1.0347	1	998	93582	77	5.8961	68.831	1.9091	48.052	7.7013
tropical music	0.6572	0.2764	2	833	23298	89	0.0562	3.371	1.2022	24.719	1.2584
trucks	-0.1969	-0.6969	1	1557	144590	209	0.2632	11.483	1.622	46.411	1.8756
tulsa	0.352	-0.5648	3	1557	108098	143	0.0909	6.294	1.1259	32.168	1.2028
tunisia	-1.0125	0.1645	4	1686	301404	268	0.9179	17.537	4.6082	52.985	5.4888
turkey	-1.1535	0.0478	4	1901	1642426	1448	0.7175	20.787	4.4793	49.309	5.1568
turkmenistan	-0.9145	0.1074	4	1209	45161	46	0.4348	17.391	1.8478	39.13	2.2609
turks and caicos islands	-0.355	-0.3209	1	1302	28311	21	5.3333	47.619	6.1905	66.667	11.4286
turtle	-0.1569	0.915	1	1092	35115	129	4.3798	61.24	1.7054	51.938	5.9147
tuva	-0.7062	0.3757	4	745	10631	8	0.875	50	3.625	37.5	4.5
tuvalu	-0.3751	-0.3471	1	1397	64215	190	0.5211	10.526	0.6737	25.789	1.1684
twilight task force	0.6619	0.1272	2	579	8772	15	0	0	1.3333	53.333	1.3333
typography	0.0247	0.5605	4	1606	129275	265	0.7321	29.811	4.1811	64.528	4.8604
u.s. auto trail	0.4165	-0.9458	3	642	12727	26	0.0385	3.846	2.6538	65.385	2.6923
u.s. city street	0.4633	-0.2107	3	1185	46143	107	0.028	2.804	1.3364	45.794	1.3645
u.s. congress	0.0655	-0.5718	3	1894	3120850	2378	0.2061	8.452	1.8629	36.291	2.0614
u.s. counties	0.2438	-0.6941	3	1776	478069	444	0.0811	3.604	0.5495	26.351	0.6306
u.s. county road	0.4012	-0.8362	3	317	2343	23	0	0	0.6087	30.435	0.6087
u.s. highway system	0.3923	-0.9567	3	980	184253	543	0.0055	0.552	0.302	17.127	0.3076
u.s. presidents	0.0549	-0.427	3	1896	1104319	289	1.5606	36.678	9.7509	64.014	11.2007
u.s. road junction	0.3828	-0.8384	3	320	1765	17	0	0	0.2353	17.647	0.2353
u.s. road transport	0.3912	-0.8956	3	1350	814934	6495	0.0029	0.262	0.1438	8.591	0.1466
u.s. route 66	0.4125	-0.8365	3	880	18025	50	0.08	4	1.6	24	1.66
u.s. supreme court	0.1291	-0.3005	3	1290	299334	908	0.2258	12.555	0.5452	21.035	0.7687
u2	0.6432	0.4492	2	1365	115480	137	0.0146	1.46	3.6861	68.613	3.7007
uganda	-0.6409	0.0453	1	1511	135324	402	0.5199	15.672	1.7935	33.333	2.296
uk geography	-0.3705	0.1015	5	1936	2531186	2900	0.1738	8.759	2.2555	48.517	2.4255
uk railways	-0.1841	0.1212	5	1528	646887	1950	0.059	2.974	3.2159	65.692	3.2728
uk road transport	-0.1989	0.1609	5	1415	182905	402	0.0672	3.483	1.8532	40.299	1.9154
uk theme park	0.4462	0.3634	2	463	3203	18	0	0	0.2222	11.111	0.2222
uk trams	-0.1848	0.1468	5	882	31092	79	0.0127	1.266	1.7722	45.57	1.7848
uk waterways	-0.3368	0.1324	5	1260	113404	295	0.1593	5.763	1.5492	33.898	1.7017
ukraine	-0.853	-0.0951	6	1802	877344	1209	0.4467	12.076	2.043	35.318	2.4682
umpires	0.8907	-0.6476	3	523	21585	29	0	0	1.0345	48.276	1.0345
uniform polytopes	-0.1144	0.6739	1	65	671	12	0.25	8.333	0.1667	8.333	0.3333
unionism in ireland-related	-0.4178	-0.0324	5	1203	83566	69	0.5942	8.696	4.1449	50.725	4.7391
unitarian universalism	-0.4006	0.4888	4	1412	95098	94	0.2766	13.83	3.2979	55.319	3.5532
united arab emirates	-0.5682	0.1325	4	1716	162634	253	0.3755	11.462	1.0277	23.715	1.3755
united arab emirati politics	-0.6749	-0.0443	1	397	1776	3	0	0	1	33.333	1
united arab emirati sport	0.4496	-0.828	5	289	1159	4	0	0	0	0	0
united kingdom	-0.5794	-0.3197	5	2037	5206299	5789	0.4628	13.457	3.025	52.168	3.4743
united nations	-0.4438	-0.197	1	1862	708199	478	1.4372	29.916	2.887	49.582	4.2908
united states	0.245	-0.448	3	2077	34152590	45076	0.4094	10.538	1.8461	38.684	2.2434
united states comics	0.9575	0.1628	2	1676	374006	575	0.0609	4	2.3478	52	2.407
united states constitution	-0.0019	-0.5576	3	1310	185005	81	1.4815	32.099	7.8889	71.605	9.3457
united states courts and judges	0.1331	-0.3387	3	1458	376361	397	0.2846	12.091	2.4332	38.287	2.7103
united states government	-0.0404	-0.6044	3	2031	3353009	1792	1.4866	26.842	3.361	43.638	4.7997
united states governors	0.0478	-0.641	3	1787	1013562	792	0.2626	9.975	3.2866	62.121	3.5467
united states history	-0.1155	-0.6934	3	1989	2788103	1519	1.2752	28.374	6.2811	63.068	7.5069
united states military history	-0.366	-0.968	6	2025	17544127	22593	0.1139	4.125	1.6672	37.459	1.7772
united states presidential elections	0.0881	-0.4981	3	1865	1871011	744	0.6411	22.312	4.3239	52.554	4.9368
united states territories	-0.2164	-0.7476	1	1519	120493	88	0.7955	19.318	2.6818	44.318	3.4545
united states virgin islands	-0.0511	-0.6738	1	1609	81879	74	1.6216	25.676	2.1757	45.946	3.7703
universal parks & resorts	0.8963	0.1463	2	887	21541	39	0.1282	2.564	0.3846	12.821	0.4615
university of arkansas	0.5988	-0.6877	3	747	14750	25	0	0	0.16	16	0.16
university of belgrade	-0.9339	-0.0479	6	454	2683	10	0.1	10	0.8	20	0.9
university of california	0.5111	-0.2134	3	1759	336944	465	2.3828	28.172	2.129	32.258	4.3828
university of california riverside libraries-related	0.4321	-0.1543	2	697	5137	8	0.125	12.5	1.75	37.5	1.75
"university of california, san francisco"	0.321	0.1458	1	314	1821	1	2	100	1	100	3
university of cambridge	-0.2224	0.2309	5	1489	290837	408	0.8848	18.873	2.2647	63.48	3.1103
university of central florida	0.6535	-0.7332	3	765	17457	43	0	0	0.1395	4.651	0.1395
university of connecticut	0.7153	-0.4287	3	1141	51690	105	0.1524	5.714	0.6381	21.905	0.7905
university of florida	0.6259	-0.6692	3	1427	132512	235	0.0596	2.979	0.6809	24.681	0.7404
university of houston	0.6233	-0.3562	3	1350	62638	57	0.1404	3.509	1.1053	38.596	1.2456
university of massachusetts	0.5125	-0.245	3	1572	84193	163	1.0429	7.975	1.362	31.902	2.3865
university of north carolina at chapel hill	0.6962	-0.5098	3	1228	56004	81	0.2469	8.642	1.642	33.333	1.8889
university of north texas	0.6325	-0.5666	3	727	8935	11	0.1818	18.182	1.5455	45.455	1.6364
university of oklahoma	0.6142	-0.6855	3	1249	65640	96	0.0521	3.125	0.9896	29.167	1.0417
university of oxford	-0.2576	0.25	5	1929	1385653	1684	0.7904	22.743	3.0784	57.601	3.8314
university of oxford (colleges)	-0.2363	0.2814	5	1010	41148	29	0.1379	10.345	2.3103	68.966	2.4483
university of pennsylvania	0.199	-0.2491	3	1700	219222	327	1.4679	23.242	1.9235	42.813	3.3486
university of pittsburgh	0.6243	-0.5969	3	1266	65872	87	0.1149	10.345	1.8391	62.069	1.954
university of texas at austin	0.5442	-0.3039	3	1568	146492	170	0.7176	14.118	2.4176	46.471	3.1
university of virginia	0.2209	-0.5883	3	1480	104865	86	0.5233	11.628	2.8721	34.884	3.3837
urban studies and planning	0.092	-0.2714	5	1978	623756	689	1.3803	23.948	2.5922	50.798	3.9086
uruguay	-0.2566	-0.3078	1	1697	150551	222	0.7703	20.721	1.5676	36.937	2.3333
us state legislatures	0.1283	-0.5539	3	1661	307125	277	0.2635	4.693	1.8736	18.412	2.1336
utah	0.2512	-0.6596	3	1839	344346	549	0.3515	10.929	1.5993	39.709	1.9435
utah road transport	0.3788	-0.922	3	497	18262	234	0	0	0.1923	8.12	0.1923
uttar pradesh	-0.44	0.9282	4	1416	154929	218	0.3853	12.844	3.7431	38.991	4.1055
uttarakhand	-0.4031	0.9633	4	1259	58017	59	0.9831	18.644	5.4746	64.407	6.3898
uzbekistan	-0.8853	0.1599	4	1337	69923	102	0.5196	17.647	2.3529	38.235	2.8431
vancouver	0.5737	-0.3086	3	1759	181563	360	0.2667	6.667	0.8694	29.722	1.1306
vancouver canucks task force	0.5367	-0.762	3	769	52061	154	0	0	0.5584	23.377	0.5584
vandy	0.6511	-0.7132	3	891	23605	46	0.2391	6.522	1.7391	50	1.9783
vanuatu work group	-0.4001	-0.1944	1	974	18157	46	1.3913	26.087	0.8478	30.435	2.1087
vatican city	-0.8213	0.4524	4	1733	610154	336	0.2798	12.798	3.2113	44.94	3.4702
veganism and vegetarianism	0.1856	0.453	2	1933	950985	689	1.9956	24.528	4.6473	58.926	6.5864
venezuela	-0.1447	-0.2606	1	1763	307913	635	0.9087	19.055	1.3276	34.331	2.2236
vermont	0.0059	-0.664	3	1671	210570	293	0.5119	12.628	1.5495	43.686	2.0444
vermont road transport	0.3337	-0.8874	3	374	6175	37	0	0	0.1892	5.405	0.1892
veronica mars	0.8832	-0.0728	2	567	9079	43	0	0	0.0465	4.651	0.0465
veterinary medicine	0.066	0.8637	1	1460	117951	398	10.598	76.884	2.2362	55.025	12.5603
victoria	-0.0537	0.3357	1	1623	210168	745	0.4993	10.872	1.2711	40.805	1.7678
victoria road transport	-0.0698	0.3284	1	401	6589	23	0.1739	13.043	0.3478	21.739	0.5217
video game	0.6965	0.5501	2	1941	1920748	8074	0.1201	3.121	0.6396	23.458	0.7514
vienna	-0.5705	0.2609	4	1497	86415	99	0.4444	9.091	2.1313	36.364	2.5657
vietnam	-0.4081	-0.7255	6	1950	1255521	1119	1.0375	21.716	4.3467	57.909	5.3655
virginia	-0.0341	-0.8029	3	1990	1951171	2610	0.1874	7.318	1.4931	34.904	1.6747
virginia road transport	0.3327	-0.9801	3	613	22019	114	0.0088	0.877	0.0614	4.386	0.0614
virginia tech	0.521	-0.6924	3	703	9464	22	0	0	0.5455	18.182	0.5455
virus	0.2027	0.6919	1	1909	1197596	1388	9.4027	61.816	1.1808	30.548	10.3746
visual arts	-0.3445	0.3116	4	1978	2388890	7702	0.2618	10.634	1.8772	42.444	2.1272
visual novel-related	0.7473	0.5346	2	790	24119	135	0.0667	1.481	1.1704	29.63	1.237
volcanism of canada task force	0.0426	-0.8788	1	752	17871	41	2.1707	58.537	3.6829	80.488	5.8537
volleyball	0.665	-0.5162	3	1285	43571	270	0.0333	1.481	0.163	4.074	0.1963
wake island	-0.3514	-1.1246	6	646	8636	7	0	0	3.5714	57.143	3.5714
wales	-0.3548	0.1841	5	1876	813382	1885	0.2106	7.905	2.3082	48.966	2.5151
wallis and futuna	-0.3919	-0.3676	1	869	11914	18	1.3889	44.444	1.1667	38.889	2.5
walt disney parks and resorts	0.9431	-0.1201	2	1281	52207	111	0.0721	3.604	1.0901	40.541	1.1441
war films	0.5152	-0.0385	2	1727	378495	844	0.1137	6.28	1.6564	36.848	1.7642
"warhammer 40,000"	0.6471	0.5729	2	446	3458	16	0	0	3.6875	68.75	3.6875
warner bros. animation	1.0369	0.0883	2	1187	64898	45	0.0444	2.222	1.2889	40	1.3333
wars of the three kingdoms	-1.1635	-0.1298	5	1040	144350	224	0.3304	14.286	2.7946	60.268	3.1205
washington	0.5049	-0.6094	3	1968	1019390	1870	0.2545	8.128	1.1176	32.567	1.3642
washington football team	0.7832	-0.7594	3	879	46241	48	0.0208	2.083	0.5417	14.583	0.5625
washington metro	0.3636	-0.3855	3	598	10803	27	0	0	0.6296	29.63	0.6296
washington road transport	0.4052	-0.8579	3	557	39028	208	0.0048	0.481	0.3654	27.404	0.3702
washington university in st. louis	0.3123	-0.1747	3	1153	29261	40	0.8	20	1.225	47.5	2.025
watches	0.2232	0.4415	2	1179	25871	67	0.1791	4.478	1.9104	49.254	2.0448
water	-0.0696	0.5262	1	1524	122481	279	2.2222	36.559	1.2007	36.918	3.2867
water polo	0.5873	-0.4269	3	1110	30494	148	0.0068	0.676	0.25	8.784	0.2568
water sports	-0.2414	-0.6132	1	1619	102355	205	0.3073	10.732	2.4293	50.732	2.7268
weaponry	-0.977	-0.8208	6	1931	2668646	3025	0.3461	8.893	2.9025	57.653	3.2311
weather	-0.0137	-0.9003	1	1872	593787	954	3.5294	42.138	1.6866	36.792	5.1268
web animation	0.9233	0.1547	2	953	16451	28	0.0357	3.571	0.75	25	0.7857
webcomics	0.6341	0.5037	2	1171	28971	176	0.0341	2.273	0.4716	18.75	0.5057
websites	0.4905	0.3904	2	2047	1205336	647	0.6739	18.083	0.8284	26.43	1.3849
west bengal	-0.4695	0.8815	4	1624	354706	451	0.5322	13.525	4.0643	44.789	4.5676
west midlands	-0.0202	0.1155	5	1634	215151	411	0.1411	5.596	2.3625	49.878	2.4988
west virginia	0.1933	-0.7704	3	1728	308937	473	0.1924	8.668	1.5962	47.146	1.7865
west virginia road transport	0.3795	-0.9841	3	528	10915	25	0	0	0.68	28	0.68
west virginia university	0.7342	-0.7423	3	734	19071	28	0	0	0.25	17.857	0.25
western asia	-0.9601	0.0924	4	1884	924212	315	2.9079	36.19	9.3778	56.825	12.1937
western australia	-0.0944	0.3883	1	1699	492200	2526	0.3828	10.728	1.1991	49.287	1.5792
western australia road transport	-0.0787	0.3669	1	354	9647	45	0	0	1.8222	64.444	1.8222
western new york	0.5136	-0.3908	3	1655	220274	331	0.148	6.042	1.1843	31.118	1.3293
western sahara	-0.6753	0.2581	1	1642	135268	116	7.1034	75	6.9138	77.586	13.9741
westerns	0.5575	-0.1022	2	1709	321957	291	0.1375	7.56	4.9691	65.636	5.0997
wiki loves women	-0.3548	0.3602	1	1169	31257	209	0.3923	13.876	1.5167	36.364	1.8756
wikiafrica schools	-0.3053	0.2472	1	134	348	1	1	100	2	100	3
wikipedia	0.2019	0.5691	1	1730	166547	150	2.2933	42.667	1.8933	47.333	3.8667
wikiproject arts	-0.3234	0.3618	4	1641	91032	246	0.5	16.26	1.9268	35.366	2.3455
wikiproject auckland	-0.3083	-0.4082	1	1217	31745	84	0.0714	5.952	0.4643	27.381	0.5357
wikiproject business	0.1849	0.3175	2	2035	2059671	3304	1.5802	23.002	2.2506	45.097	3.747
wikiproject cities	-0.1771	-0.4699	5	2083	8142599	5857	0.2564	11.747	2.4366	45.996	2.6787
wikiproject cryptocurrency	0.374	0.6092	2	1067	33190	61	1.3279	32.787	1.5738	49.18	2.5246
wikiproject earthquakes	-0.1146	-0.0452	1	1642	117409	390	3.2179	64.103	1.241	45.385	4.3436
wikiproject east timor	-0.6523	-0.1181	1	1358	60091	74	0.4865	18.919	3.4595	55.405	3.9324
wikiproject gloucestershire	-0.4172	0.1105	5	1392	103117	193	0.1399	6.736	1.9896	44.56	2.1295
wikiproject illinois	0.672	-0.3933	3	1989	2267536	2800	0.215	7.107	1.7279	39.679	1.9336
wikiproject lgbt studies - person	0.3823	0.1257	2	1902	868598	1300	0.3831	13.615	2.8531	45.154	3.2215
wikiproject medicine translation task force	0.2613	0.8054	1	1867	477713	286	49.5245	99.65	10.5455	98.601	59.5524
wikiproject somalia	-0.8983	0.0209	4	1559	219046	283	1.0318	23.322	3.2862	45.23	4.2792
